name	Snippet	styleUrl	longitude	latitude	altitude	Type	Region
Belkappahar	Record 277	#defaultStyleMap	73.4333	25.7667	0	Metamorphic	India
Khalzanburegtei	Record 366	#defaultStyleMap	91.9333	48.3667	0	Metamorphic	Mongolia
Kalabagh	Record 412	#defaultStyleMap	71.5667	32.9667	0	Sedimentary	Pakistan
Chicote GrandeTaminani	Record 892	#defaultStyleMap	-66.8497	-17.3153	0	Hydrothermal	Bolivia
Atlantic coastal plain phosphate province, Ona	Record 717	#defaultStyleMap	-81.98	27.52	0	Sedimentary	United States
Comstock Lode	Record 543	#defaultStyleMap	-119.59	39.32	0	Hydrothermal	United States
Chocaya	Record 893	#defaultStyleMap	-66.3036	-20.9658	0	Hydrothermal	Bolivia
Big Ben - Niehart	Record 585	#defaultStyleMap	-110.733	46.95	0	Hydrothermal	United States
Cave Peak	Record 586	#defaultStyleMap	-104.883	31.433	0	Hydrothermal	United States
Climax	Record 587	#defaultStyleMap	-106.167	39.367	0	Hydrothermal	United States
Henderson - Urad	Record 588	#defaultStyleMap	-105.833	39.75	0	Hydrothermal	United States
Mount Emmons - Redwell Basin	Record 589	#defaultStyleMap	-107.067	38.883	0	Hydrothermal	United States
Mount Hope	Record 590	#defaultStyleMap	-116.167	39.783	0	Hydrothermal	United States
Pine Grove	Record 591	#defaultStyleMap	-113.606	38.336	0	Hydrothermal	United States
Quartz Hill	Record 592	#defaultStyleMap	-130.467	55.4	0	Hydrothermal	United States
Questa	Record 593	#defaultStyleMap	-105.5	36.683	0	Hydrothermal	United States
Thompson Creek	Record 594	#defaultStyleMap	-114.583	44.333	0	Hydrothermal	United States
Cumo	Record 596	#defaultStyleMap	-115.783	44	0	Hydrothermal	United States
Mount Tolman	Record 597	#defaultStyleMap	-118.7	48.05	0	Hydrothermal	United States
Copper Queen	Record 598	#defaultStyleMap	-109.91	31.43	0	Hydrothermal	United States
Rocky Range	Record 600	#defaultStyleMap	-113.063	38.45	0	Hydrothermal	United States
Leadville	Record 601	#defaultStyleMap	-106.25	39.25	0	Hydrothermal	United States
Greens Creek	Record 602	#defaultStyleMap	-134.619	58.077	0	Hydrothermal	United States
Red Mountain - Sneffels - Telluride	Record 603	#defaultStyleMap	-107.75	37.958	0	Hydrothermal	United States
Presidio	Record 604	#defaultStyleMap	-104.33	29.81	0	Hydrothermal	United States
Bunker Hill - Last Chance	Record 605	#defaultStyleMap	-116.138	47.536	0	Hydrothermal	United States
Galena	Record 606	#defaultStyleMap	-115.965	47.477	0	Hydrothermal	United States
Lucky Friday	Record 607	#defaultStyleMap	-115.78	47.471	0	Hydrothermal	United States
Creede (Amethyst, Bulldog etc. veins)	Record 608	#defaultStyleMap	-106.933	37.875	0	Hydrothermal	United States
Aspen	Record 609	#defaultStyleMap	-106.833	39.167	0	Hydrothermal	United States
Sunshine	Record 610	#defaultStyleMap	-116.068	47.501	0	Hydrothermal	United States
Bingham Canyon (polymetallic replacement)	Record 611	#defaultStyleMap	-112.14	40.54	0	Hydrothermal	United States
Park City	Record 612	#defaultStyleMap	-111.51	40.62	0	Hydrothermal	United States
Tintic - East Tintic	Record 613	#defaultStyleMap	-112.1	39.91	0	Hydrothermal	United States
Crandon	Record 614	#defaultStyleMap	-88.926	45.483	0	Hydrothermal	United States
Beaverhead	Record 615	#defaultStyleMap	-112.301	45.224	0	Hydrothermal	United States
Regal (Keystone)	Record 616	#defaultStyleMap	-112.425	45.172	0	Hydrothermal	United States
Treasure (Treasure State, Treasure Chest	Record 617	#defaultStyleMap	-112.309	45.228	0	Hydrothermal	United States
Yellowstone (Johnny Gulch, Cyprus, Cameron, Montana Talc)	Record 618	#defaultStyleMap	-111.73	45.077	0	Hydrothermal	United States
Eagle (Slate Creek)	Record 647	#defaultStyleMap	-142.5	64.567	0	Metamorphic	United States
Gore Mountain	Record 648	#defaultStyleMap	-74.054	43.679	0	Metamorphic	United States
Ruby Mountain Quarry	Record 649	#defaultStyleMap	-74.112	43.736	0	Metamorphic	United States
Addie (Smoky Mtns.)	Record 650	#defaultStyleMap	-83.159	35.399	0	Metamorphic	United States
Twin Sisters Mountain (Cascade Mtns.)	Record 651	#defaultStyleMap	-121.958	48.708	0	Metamorphic	United States
Hunter Mountain	Record 652	#defaultStyleMap	-117.517	36.533	0	Metamorphic	United States
Oak Hill Mine Site	Record 653	#defaultStyleMap	-73.58	44.304	0	Metamorphic	United States
Willsboro Mine (Fox Knoll Mine)	Record 654	#defaultStyleMap	-73.432	44.346	0	Metamorphic	United States
Argenta	Record 656	#defaultStyleMap	-116.733	40.633	0	Sedimentary	United States
Greystone	Record 657	#defaultStyleMap	-116.901	40.281	0	Sedimentary	United States
Mountain Springs	Record 658	#defaultStyleMap	-117.041	40.315	0	Sedimentary	United States
Rossi	Record 659	#defaultStyleMap	-116.719	40.599	0	Sedimentary	United States
Snoose Creek	Record 660	#defaultStyleMap	-115.039	41.502	0	Sedimentary	United States
Stormy Creek	Record 661	#defaultStyleMap	-115.198	41.523	0	Sedimentary	United States
Basalt	Record 662	#defaultStyleMap	-118.219	38.011	0	Sedimentary	United States
Burney	Record 663	#defaultStyleMap	-121.683	41.033	0	Sedimentary	United States
Fernley	Record 664	#defaultStyleMap	-119.25	39.6	0	Sedimentary	United States
Lovelock	Record 665	#defaultStyleMap	-118.797	40.267	0	Sedimentary	United States
Lompoc	Record 667	#defaultStyleMap	-120.345	34.582	0	Sedimentary	United States
Khothakpa	Record 76	#defaultStyleMap	91.4	27.0167	0	Sedimentary	Bhutan
Nam Pathene Valley	Record 333	#defaultStyleMap	104.6167	17.9333	0	Surficial	Laos
Qaidam Qarhan	Record 103	#defaultStyleMap	95	37.5	0	Sedimentary	China
Jintan	Record 170	#defaultStyleMap	119.5667	31.75	0	Sedimentary	China
Kunming (Junning)	Record 214	#defaultStyleMap	102.6833	25.0667	0	Sedimentary	China
Wengfu	Record 215	#defaultStyleMap	107.55	26.7	0	Sedimentary	China
Savannakhet	Record 328	#defaultStyleMap	105.1833	16.5	0	Sedimentary	Laos
Baruun Tserd	Record 358	#defaultStyleMap	91.7167	50.4167	0	Sedimentary	Mongolia
Davst uul	Record 359	#defaultStyleMap	93.3333	50.3333	0	Sedimentary	Mongolia
Burenhan	Record 367	#defaultStyleMap	99.95	49.8	0	Sedimentary	Mongolia
Hubsugul	Record 369	#defaultStyleMap	100.1667	50.6833	0	Sedimentary	Mongolia
Tsagaan Nuur	Record 370	#defaultStyleMap	99.3833	51.2333	0	Sedimentary	Mongolia
Uhagol	Record 371	#defaultStyleMap	100.0333	51.7	0	Sedimentary	Mongolia
Jatta Salt Mines	Record 410	#defaultStyleMap	71.3333	33.3333	0	Sedimentary	Pakistan
Warcha Salt Mine	Record 413	#defaultStyleMap	72.75	32.6	0	Sedimentary	Pakistan
Loe Shilman	Record 416	#defaultStyleMap	71.1411	34.2208	0	Sedimentary	Pakistan
Khon Kaen	Record 448	#defaultStyleMap	102.8667	16.3333	0	Sedimentary	Thailand
Ban Houei Sai	Record 332	#defaultStyleMap	100.3833	20.35	0	Gemstone	Laos
Atlantic coastal plain phosphate province	Record 697	#defaultStyleMap	-82.036	27.888	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Blake Plateau/Charleston Bump	Record 698	#defaultStyleMap	-79	31.5	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Charleston - Beaufort District	Record 699	#defaultStyleMap	-80	32.75	0	Sedimentary	United States
Atlantic coastal plain phosphate province, East Florida phosphate district	Record 700	#defaultStyleMap	-80.781	27.8	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Gardinier Mine (Cargill Mine)	Record 701	#defaultStyleMap	-81.763	27.667	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Hopewell	Record 702	#defaultStyleMap	-82.106	27.925	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Land Pebble district, Fort Green	Record 703	#defaultStyleMap	-82.007	27.668	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Land Pebble district, Fort Meade Mine (Mobil)	Record 704	#defaultStyleMap	-81.807	27.766	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Land Pebble district, Four Corners	Record 705	#defaultStyleMap	-82.091	27.664	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Land Pebble district, Haynsworth Mine	Record 706	#defaultStyleMap	-82.014	27.758	0	Sedimentary	United States
Caracoles-Pacuni	Record 887	#defaultStyleMap	-67.3322	-16.9325	0	Hydrothermal	Bolivia
Atlantic coastal plain phosphate province, Land Pebble district, Hookers Prairie	Record 707	#defaultStyleMap	-81.939	27.781	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Land Pebble district, Payne Creek	Record 708	#defaultStyleMap	-81.941	27.69	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Land Pebble district, Rockland	Record 709	#defaultStyleMap	-81.867	27.754	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Land Pebble district, Saddle Creek	Record 710	#defaultStyleMap	-81.834	28.033	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Land Pebble district, Silver City	Record 711	#defaultStyleMap	-81.903	27.8	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Land Pebble district, South Fort Meade	Record 712	#defaultStyleMap	-81.763	27.667	0	Sedimentary	United States
Atlantic coastal plain phosphate province, North Carolina district, Lee Creek Mine	Record 714	#defaultStyleMap	-76.794	35.384	0	Sedimentary	United States
Atlantic coastal plain phosphate province, North Carolina district, North Carolina Phosphate Corp.	Record 715	#defaultStyleMap	-76.771	35.333	0	Sedimentary	United States
Atlantic coastal plain phosphate province, North Florida - South Georgia district, Swift Creek Mine	Record 716	#defaultStyleMap	-82.857	30.452	0	Sedimentary	United States
Zhanet	Record 1490	#defaultStyleMap	74.3569444444444	47.5386111111111	0	Igneous	Kazakhstan
Atlantic coastal plain phosphate province, Onslow Embayment/Frying Pan Phosphate District	Record 718	#defaultStyleMap	-77.5	33.75	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Onslow Embayment/Northeast Onslow Bay District	Record 719	#defaultStyleMap	-76.75	34.5	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Pine Level	Record 720	#defaultStyleMap	-81.991	27.25	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Raine	Record 721	#defaultStyleMap	-81.811	27.725	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Savannah District	Record 722	#defaultStyleMap	-81.083	32.05	0	Sedimentary	United States
Atlantic coastal plain phosphate province, South Florida phosphate district	Record 723	#defaultStyleMap	-82.208	27.519	0	Sedimentary	United States
Khanguet	Record 2111	#defaultStyleMap	8.1	35.58	0	Unclassified	Algeria
Kings Mountain	Record 632	#defaultStyleMap	-81.342	35.25	0	Igneous	United States
Atlantic coastal plain phosphate province, Suwanee River Mine	Record 724	#defaultStyleMap	-82.777	30.437	0	Sedimentary	United States
Aurora District	Record 725	#defaultStyleMap	-76.5	35.5	0	Sedimentary	United States
Lisburne Group	Record 726	#defaultStyleMap	-155.75	68.633	0	Sedimentary	United States
Western Phosphate Field, Uinta Mountains, Park City Formation, Vernal	Record 727	#defaultStyleMap	-109.491	40.607	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Bronson (East Ocala Hard Rock) District	Record 728	#defaultStyleMap	-82.5	29.333	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Ridgeland Basin - Beaufort District	Record 729	#defaultStyleMap	-80.917	32.583	0	Sedimentary	United States
Atlantic coastal plain phosphate province, Steinhatchee (N. Ocala Hard Rock) District	Record 730	#defaultStyleMap	-83.317	29.9	0	Sedimentary	United States
Western Phosphate Field, Phosphoria Formation, Conda	Record 731	#defaultStyleMap	-111.527	42.728	0	Sedimentary	United States
Western Phosphate Field, Phosphoria Formation, Deseret Basin - - Laketown	Record 732	#defaultStyleMap	-111.29	41.827	0	Sedimentary	United States
Western Phosphate Field, Phosphoria Formation, Enoch Valley	Record 733	#defaultStyleMap	-111.407	42.881	0	Sedimentary	United States
Western Phosphate Field, Phosphoria Formation, Montana phosphate district	Record 734	#defaultStyleMap	-111.957	45.041	0	Sedimentary	United States
Western Phosphate Field, Phosphoria Formation, Smoky Canyon	Record 735	#defaultStyleMap	-111.13	42.67	0	Sedimentary	United States
Amargosa Valley	Record 736	#defaultStyleMap	-116.433	36.45	0	Sedimentary	United States
Hardin district	Record 737	#defaultStyleMap	-108.17	44.58	0	Sedimentary	United States
Northern Black Hills district	Record 738	#defaultStyleMap	-108.17	44.58	0	Sedimentary	United States
Sublette Range (combined)	Record 739	#defaultStyleMap	-110.983	42.2	0	Sedimentary	United States
Jacupiranga	Record 930	#defaultStyleMap	-48.0833	-24.7	0	Igneous	Brazil
Ash Meadows	Record 740	#defaultStyleMap	-116.25	35.95	0	Sedimentary	United States
Bear River	Record 741	#defaultStyleMap	-111.381	42.424	0	Sedimentary	United States
Bowie	Record 742	#defaultStyleMap	-109.367	32.45	0	Sedimentary	United States
Pirquitas	Record 873	#defaultStyleMap	-66.5308	-22.6825	0	Hydrothermal	Argentina
Anadarko Basin - Weatherford - Clinton district	Record 753	#defaultStyleMap	-98.93	35.54	0	Sedimentary	United States
Death Valley	Record 754	#defaultStyleMap	-116.684	36.342	0	Sedimentary	United States
Gerstley I, II	Record 756	#defaultStyleMap	-116.232	36.018	0	Sedimentary	United States
Kramer (Boron)	Record 757	#defaultStyleMap	-117.687	35.041	0	Sedimentary	United States
Rho (Kramer Junction)	Record 758	#defaultStyleMap	-117.547	34.767	0	Sedimentary	United States
Smackover Formation	Record 759	#defaultStyleMap	-92.66	33.22	0	Sedimentary	United States
Apex	Record 760	#defaultStyleMap	-114.88	36.221	0	Sedimentary	United States
Anadarko Basin - Blaine Formation	Record 761	#defaultStyleMap	-98.364	35.925	0	Sedimentary	United States
Anadarko Basin - Cloud Chief Formation	Record 762	#defaultStyleMap	-98.255	34.832	0	Sedimentary	United States
Vinh Mi (Vinh My)	Record 467	#defaultStyleMap	107.75	16.3333	0	Surficial	Vietnam
Fort Dodge area	Record 763	#defaultStyleMap	-94.156	42.493	0	Sedimentary	United States
Michigan Basin - Tawas	Record 764	#defaultStyleMap	-83.675	44.263	0	Sedimentary	United States
Christmas Island	Record 51	#defaultStyleMap	105.7158	-10.4219	0	Surficial	Australia
Tsagaan Tsav	Record 384	#defaultStyleMap	91.2333	45.65	0	Unclassified	Mongolia
Xinyang	Record 211	#defaultStyleMap	114.0833	32.05	0	Unclassified	China
Three Springs	Record 56	#defaultStyleMap	115.8609	-29.5047	0	Unclassified	Australia
Plaster City	Record 765	#defaultStyleMap	-116.088	33.033	0	Sedimentary	United States
White Mesa	Record 766	#defaultStyleMap	-106.797	35.52	0	Sedimentary	United States
Appalachian Basin	Record 767	#defaultStyleMap	-79.533	41.233	0	Sedimentary	United States
Appalachian Basin - Retsoff	Record 768	#defaultStyleMap	-77.858	42.778	0	Sedimentary	United States
Mississippi Basin	Record 769	#defaultStyleMap	-89.21	31.46	0	Sedimentary	United States
Bear Valley	Record 828	#defaultStyleMap	-115.4	44.35	0	Surficial	United States
Texas - Louisiana Coastal Basin - Avery Island	Record 770	#defaultStyleMap	-91.909	29.893	0	Sedimentary	United States
Texas - Louisiana Coastal Basin - Belle Isle (Patterson)	Record 771	#defaultStyleMap	-91.351	29.709	0	Sedimentary	United States
Texas - Louisiana Coastal Basin - Jefferson Island	Record 772	#defaultStyleMap	-91.969	29.971	0	Sedimentary	United States
Maicuru	Record 933	#defaultStyleMap	-54.217	-0.467	0	Igneous	Brazil
Michigan Basin - Detroit River Group	Record 774	#defaultStyleMap	-86.18	44.241	0	Sedimentary	United States
Michigan Basin	Record 775	#defaultStyleMap	-84.233	43.617	0	Sedimentary	United States
Supai Salt Basin	Record 777	#defaultStyleMap	-112.338	33.537	0	Sedimentary	United States
South Texas Basin - Palangana Salt Dome	Record 778	#defaultStyleMap	-98.394	27.648	0	Sedimentary	United States
Anadarko Basin - Morrowan Formation	Record 779	#defaultStyleMap	-99.383	36.433	0	Sedimentary	United States
Silver Peak (Clayton Valley)	Record 780	#defaultStyleMap	-117.633	37.75	0	Sedimentary	United States
Searles Lake	Record 781	#defaultStyleMap	-118.4	35.777	0	Sedimentary	United States
Santo Ni	Record 434	#defaultStyleMap	120.6556	16.4903	0	Hydrothermal	Philippines
Green River Formation	Record 803	#defaultStyleMap	-109.368	41.528	0	Sedimentary	United States
Green River Formation, FMC Westvaco Mine #1,#2	Record 804	#defaultStyleMap	-109.814	41.622	0	Sedimentary	United States
Green River Formation, General Chemical Corp., Allied Chemical	Record 805	#defaultStyleMap	-109.74	41.599	0	Sedimentary	United States
Green River Formation, OCI Chemical Corp., Big Island	Record 806	#defaultStyleMap	-109.692	41.718	0	Sedimentary	United States
Green River Formation, Solvay Minerals, Inc.	Record 807	#defaultStyleMap	-109.76	41.5	0	Sedimentary	United States
Green River Formation, Texas Gulf, Inc.	Record 808	#defaultStyleMap	-109.908	41.679	0	Sedimentary	United States
Piceance Creek	Record 809	#defaultStyleMap	-108.36	39.957	0	Sedimentary	United States
Lake Macleod	Record 36	#defaultStyleMap	113.6333	-24.1667	0	Sedimentary	Australia
Uinta Basin	Record 810	#defaultStyleMap	-109.542	40.225	0	Sedimentary	United States
Texas - Louisiana Coastal Basin - Main Pass	Record 812	#defaultStyleMap	-88.772	29.275	0	Sedimentary	United States
Trail Ridge	Record 840	#defaultStyleMap	-82.033	30.033	0	Surficial	United States
Alder Gulch	Record 813	#defaultStyleMap	-112.002	45.324	0	Surficial	United States
Colquiri	Record 896	#defaultStyleMap	-67.1242	-17.3758	0	Hydrothermal	Bolivia
Emerald Creek - Carpenter Creek Emerald Placers	Record 814	#defaultStyleMap	-116.326	47.072	0	Surficial	United States
Gold Fork - Little Valley	Record 827	#defaultStyleMap	-115.967	44.683	0	Surficial	United States
North Camden (Kerr - McGee deposit)	Record 830	#defaultStyleMap	-88.183	36.117	0	Surficial	United States
Oak Grove	Record 831	#defaultStyleMap	-88.167	36.383	0	Surficial	United States
Green Cove Springs - Maxville	Record 837	#defaultStyleMap	-81.717	29.867	0	Surficial	United States
Hilton Head Island	Record 838	#defaultStyleMap	-80.733	32.2	0	Surficial	United States
Caracota	Record 888	#defaultStyleMap	-65.9086	-20.0869	0	Hydrothermal	Bolivia
Lulaton	Record 839	#defaultStyleMap	-81.9	31.217	0	Surficial	United States
Spruce Pine	Record 843	#defaultStyleMap	-82.133	35.933	0	Surficial	United States
Chojlla	Record 894	#defaultStyleMap	-67.7808	-16.398	0	Hydrothermal	Bolivia
Brown - rock phosphate district	Record 752	#defaultStyleMap	-87.185	35.659	0	Surficial	United States
Hahns Peak	Record 846	#defaultStyleMap	-106.929	40.842	0	Unclassified	United States
No Agua Peaks (El Grande, Tres Piedras)	Record 849	#defaultStyleMap	-105.95	36.75	0	Unclassified	United States
Cerro Pelado	Record 857	#defaultStyleMap	-69.167	-34.8	0	Sedimentary	Argentina
Cordon Pedernal	Record 859	#defaultStyleMap	-68.717	-31.933	0	Sedimentary	Argentina
El Aguliar	Record 861	#defaultStyleMap	-65.7	-23.25	0	Hydrothermal	Argentina
Farallon Negro	Record 863	#defaultStyleMap	-66.68	-27.32	0	Hydrothermal	Argentina
Isabelita, Sulfa	Record 864	#defaultStyleMap	-68.1667	-25.0805	0	Sedimentary	Argentina
Loma Blanca	Record 867	#defaultStyleMap	-66.4416	-23.0583	0	Sedimentary	Argentina
Serrania de Sijes	Record 880	#defaultStyleMap	-66.6791	-24.5847	0	Sedimentary	Argentina
Sonia	Record 881	#defaultStyleMap	-66.695	-24.6813	0	Sedimentary	Argentina
Tincalayu	Record 884	#defaultStyleMap	-67.05	-25.2667	0	Sedimentary	Argentina
Cerro Rico de Potosi	Record 889	#defaultStyleMap	-65.7467	-19.6152	0	Hydrothermal	Bolivia
Chambillaya	Record 891	#defaultStyleMap	-67.2119	-17.0019	0	Hydrothermal	Bolivia
Chorolque	Record 895	#defaultStyleMap	-66.0322	-20.9214	0	Hydrothermal	Bolivia
Huanuni	Record 898	#defaultStyleMap	-66.8225	-18.2719	0	Hydrothermal	Bolivia
Kami	Record 899	#defaultStyleMap	-66.8292	-17.388	0	Hydrothermal	Bolivia
Llallagua, Siglo XX	Record 901	#defaultStyleMap	-66.5928	-18.4394	0	Hydrothermal	Bolivia
Pulacayo	Record 902	#defaultStyleMap	-66.6833	-20.38	0	Hydrothermal	Bolivia
Salar de Uyuni	Record 904	#defaultStyleMap	-67.5	-20.1666	0	Sedimentary	Bolivia
San Cristobal	Record 905	#defaultStyleMap	-67.2061	-21.0975	0	Hydrothermal	Bolivia
Tazna	Record 907	#defaultStyleMap	-66.1906	-20.6158	0	Hydrothermal	Bolivia
Vilico	Record 908	#defaultStyleMap	-67.4903	-16.8719	0	Hydrothermal	Bolivia
Aracuai	Record 911	#defaultStyleMap	-41.933	-16.717	0	Igneous	Brazil
Araxá	Record 913	#defaultStyleMap	-46.933	-19.633	0	Igneous	Brazil
Azul/Carajas	Record 914	#defaultStyleMap	-50.35	-6.1333	0	Surficial	Brazil
Boa Vista	Record 916	#defaultStyleMap	-41.351	-14.162	0	Metamorphic	Brazil
Brumadinho	Record 918	#defaultStyleMap	-62.4167	-9.55	0	Surficial	Brazil
Brumado	Record 919	#defaultStyleMap	-41.6833	-14.1333	0	Metamorphic	Brazil
Cabeceiras	Record 920	#defaultStyleMap	-41.701	-14.157	0	Metamorphic	Brazil
Canaan	Record 922	#defaultStyleMap	-43.2667	-22.75	0	Igneous	Brazil
Catalao I	Record 924	#defaultStyleMap	-47.8	-18.133	0	Igneous	Brazil
Catiboaba	Record 925	#defaultStyleMap	-41.58	-14.181	0	Metamorphic	Brazil
Maraba	Record 934	#defaultStyleMap	-50.4167	-5.8333	0	Hydrothermal	Brazil
Marau	Record 935	#defaultStyleMap	-38.9333	-14.0833	0	Sedimentary	Brazil
Morro dos Seis Lagos	Record 937	#defaultStyleMap	-66.4	-0.633	0	Igneous	Brazil
Mucuri River Valley	Record 939	#defaultStyleMap	-41.4333	-17.75	0	Igneous	Brazil
Nova Era area	Record 941	#defaultStyleMap	-43.05	-19.5833	0	Hydrothermal	Brazil
Ouro Preto	Record 943	#defaultStyleMap	-42.6167	-20.4167	0	Hydrothermal	Brazil
Pedra Azul (Salto Divisa)	Record 948	#defaultStyleMap	-41.133	-15.883	0	Metamorphic	Brazil
Pedra Preta	Record 949	#defaultStyleMap	-41.286	-14.136	0	Metamorphic	Brazil
Pitinga	Record 951	#defaultStyleMap	-59.9167	-0.6647	0	Surficial	Brazil
Ponta Grossa-Castro	Record 953	#defaultStyleMap	-49.9167	-25.1	0	Hydrothermal	Brazil
Rondonia	Record 957	#defaultStyleMap	-63	-11	0	Surficial	Brazil
Salitre I	Record 958	#defaultStyleMap	-46.75	-19	0	Igneous	Brazil
Salto da Divisa	Record 960	#defaultStyleMap	-39.9667	-16	0	Metamorphic	Brazil
Seis Lagoas	Record 962	#defaultStyleMap	-66.6833	0.3167	0	Igneous	Brazil
Serra de Buritirama	Record 963	#defaultStyleMap	-50.2167	-5.65	0	Surficial	Brazil
Serro do Navio/Amapá	Record 966	#defaultStyleMap	-52	-1	0	Surficial	Brazil
Tapira	Record 967	#defaultStyleMap	-46.833	-19.867	0	Igneous	Brazil
Urucum mine	Record 970	#defaultStyleMap	-57.55	-19.1333	0	Surficial	Brazil
Vera Cruz	Record 972	#defaultStyleMap	-38.7667	-13.05	0	Sedimentary	Brazil
Big Whopper	Record 978	#defaultStyleMap	-94.5	50.2667	0	Igneous	Canada
Black Crystal	Record 980	#defaultStyleMap	-117.7667	49.775	0	Metamorphic	Canada
Blue Mountain	Record 981	#defaultStyleMap	-77.8833	44.4333	0	Igneous	Canada
Cassiar Mountains	Record 989	#defaultStyleMap	-129.8167	59.3167	0	Metamorphic	Canada
Salar de Arizaro	Record 875	#defaultStyleMap	-67.75	-24.7	0	Sedimentary	Argentina
Cobalt	Record 992	#defaultStyleMap	-79.7167	47.3833	0	Hydrothermal	Canada
East Milford	Record 1004	#defaultStyleMap	-63.4186	45.0102	0	Sedimentary	Canada
Endako	Record 1006	#defaultStyleMap	-125.1167	54.0333	0	Hydrothermal	Canada
Equity Silver	Record 1007	#defaultStyleMap	-126.1167	54.1667	0	Hydrothermal	Canada
Glencoe	Record 1020	#defaultStyleMap	-61.2642	45.9136	0	Sedimentary	Canada
Goderich Mine	Record 1021	#defaultStyleMap	-81.7	43.7333	0	Sedimentary	Canada
Hillsborough area	Record 1024	#defaultStyleMap	-64.65	45.9167	0	Sedimentary	Canada
Jeffrey	Record 1029	#defaultStyleMap	-71.95	45.7667	0	Metamorphic	Canada
Keno Hill	Record 1033	#defaultStyleMap	-135.3	63.9167	0	Hydrothermal	Canada
Kewstoke	Record 1035	#defaultStyleMap	-61.2531	45.9817	0	Sedimentary	Canada
Lac Tio (Allard Lake)	Record 1041	#defaultStyleMap	-63.4167	50.55	0	Igneous	Canada
Logtung	Record 1046	#defaultStyleMap	-131.6167	60.0167	0	Hydrothermal	Canada
Mactung	Record 1048	#defaultStyleMap	-130.1833	63.2833	0	Hydrothermal	Canada
Madeleine Archipelago	Record 1049	#defaultStyleMap	-61.7333	47.4333	0	Sedimentary	Canada
Marysville	Record 1051	#defaultStyleMap	-115.9747	49.5778	0	Metamorphic	Canada
Pancun	Record 100	#defaultStyleMap	109.6833	23.9667	0	Hydrothermal	China
Mount Brussilof	Record 1054	#defaultStyleMap	-115.6778	50.7889	0	Metamorphic	Canada
Natashquan	Record 1060	#defaultStyleMap	-61.8333	50.5	0	Surficial	Canada
Ojibway	Record 1061	#defaultStyleMap	-83.0833	42.2667	0	Sedimentary	Canada
Orwell	Record 1062	#defaultStyleMap	-75.55	46.35	0	Metamorphic	Canada
Pollon Lake	Record 1067	#defaultStyleMap	-103.117	56.383	0	Metamorphic	Canada
Pugwash	Record 1068	#defaultStyleMap	-63.6833	45.8666	0	Sedimentary	Canada
SchubenacadieStewiacke	Record 1073	#defaultStyleMap	-63.35	45.1333	0	Sedimentary	Canada
St. Honore (Niobec)	Record 1077	#defaultStyleMap	-71.15	48.533	0	Igneous	Canada
Suzorite	Record 1082	#defaultStyleMap	-74.3333	47.9833	0	Igneous	Canada
Tanco (Bernic Lake)	Record 1083	#defaultStyleMap	-95.45	50.4333	0	Igneous	Canada
Texada Island	Record 1084	#defaultStyleMap	-124.3653	49.6069	0	Sedimentary	Canada
Thor Lake	Record 1086	#defaultStyleMap	-112.167	62.417	0	Igneous	Canada
Windemere	Record 1091	#defaultStyleMap	-115.8722	50.4806	0	Sedimentary	Canada
Aguas Blancas	Record 1095	#defaultStyleMap	-69.8333	-24.25	0	Sedimentary	Chile
Catedral	Record 1097	#defaultStyleMap	-70.1833	-34.1667	0	Sedimentary	Chile
Cerro Blanco	Record 1098	#defaultStyleMap	-71.0667	-28.7167	0	Igneous	Chile
Dos Gemelos	Record 1105	#defaultStyleMap	-68.7333	-25.3833	0	Hydrothermal	Chile
Gorbea	Record 1113	#defaultStyleMap	-68.6	-25.4333	0	Hydrothermal	Chile
La Coipa	Record 1118	#defaultStyleMap	-69.2583	-26.8125	0	Hydrothermal	Chile
Polan	Record 1129	#defaultStyleMap	-68.5667	-21.2333	0	Hydrothermal	Chile
Salar de Atacama	Record 1135	#defaultStyleMap	-68.4072	-23.5539	0	Sedimentary	Chile
Volcan Apagado	Record 1140	#defaultStyleMap	-67.8683	-22.6117	0	Hydrothermal	Chile
Yumbes (Taltal)	Record 1141	#defaultStyleMap	-70.4833	-25.4	0	Sedimentary	Chile
Chivor district	Record 1144	#defaultStyleMap	-73.3667	4.8667	0	Hydrothermal	Colombia
Coscuez district	Record 1146	#defaultStyleMap	-74.1667	5.65	0	Hydrothermal	Colombia
