name	Snippet	styleUrl	longitude	latitude	altitude	Type	Region
Isua	Record 1379	#defaultStyleMap	-50	64.5	0	Sedimentary	Kalaallit Nunaat (Greenland)
Aleshinskoe	Record 1398	#defaultStyleMap	63.7030555555556	53.8197222222222	0	Hydrothermal	Kazakhstan
Ayatskoe	Record 1406	#defaultStyleMap	62.5333333333333	52.6666666666667	0	Sedimentary	Kazakhstan
Gvardejskoe	Record 1430	#defaultStyleMap	70.1869444444445	46.2788888888889	0	Sedimentary	Kazakhstan
Kacharskoe	Record 1431	#defaultStyleMap	62.9433333333333	53.3522222222222	0	Hydrothermal	Kazakhstan
Karsaqpai	Record 1433	#defaultStyleMap	66.7666666666667	47.7666666666667	0	Sedimentary	Kazakhstan
Kijakinskoe	Record 1436	#defaultStyleMap	60.1875	49.6697222222222	0	Hydrothermal	Kazakhstan
Lisakovskoe	Record 1449	#defaultStyleMap	62.4933333333333	52.5313888888889	0	Sedimentary	Kazakhstan
Qarazhal West	Record 1463	#defaultStyleMap	70.8166666666667	48.0166666666667	0	Sedimentary	Kazakhstan
Sarbai	Record 1467	#defaultStyleMap	63.0833333333333	53.1833333333333	0	Hydrothermal	Kazakhstan
Bala-Chichkan	Record 1495	#defaultStyleMap	72.6166666666667	42.4666666666667	0	Igneous	Kyrgyzstan
Dangy	Record 1498	#defaultStyleMap	76.7	41.5166666666667	0	Igneous	Kyrgyzstan
Esch Rumelange	Record 1513	#defaultStyleMap	6.05	49.5	0	Sedimentary	Luxenbourg
Palazu Mare	Record 1535	#defaultStyleMap	28.6166666666667	44.2166666666667	0	Sedimentary	Romania
Abakanskoye	Record 1536	#defaultStyleMap	90.0333333333333	52.4166666666667	0	Hydrothermal	Russia
Bakcharskoye	Record 1555	#defaultStyleMap	82.2083333333333	56.5416666666667	0	Sedimentary	Russia
Barandatskoye	Record 1558	#defaultStyleMap	89.2	55.7833333333333	0	Sedimentary	Russia
Beloretskoye	Record 1564	#defaultStyleMap	82.5	51.0166666666667	0	Hydrothermal	Russia
Eloguiskoye	Record 1593	#defaultStyleMap	85.85	62.5333333333333	0	Igneous	Russia
Enashiminskoye 2	Record 1594	#defaultStyleMap	92.4666666666667	59.4833333333333	0	Hydrothermal	Russia
Esseiy 1	Record 1595	#defaultStyleMap	102.25	69.2666666666667	0	Igneous	Russia
Galamskoe	Record 1598	#defaultStyleMap	133.904166666667	53.6363888888889	0	Igneous	Russia
Gerbikanskoe	Record 1600	#defaultStyleMap	131.925	52.7777777777778	0	Igneous	Russia
Goroblagodatskoe	Record 1604	#defaultStyleMap	59.9186111111111	58.325	0	Hydrothermal	Russia
Fondouk	Record 2109	#defaultStyleMap	2.25	36.4167	0	Unclassified	Algeria
Gremjakha-Vyrmes Group (Vostochnoe, Zapadnoe)	Record 1606	#defaultStyleMap	32.4005555555556	68.6686111111111	0	Igneous	Russia
Gulinskoye 1	Record 1607	#defaultStyleMap	101.8	71	0	Igneous	Russia
Irbinskoye	Record 1611	#defaultStyleMap	92.5333333333333	54	0	Hydrothermal	Russia
Jaryshol	Record 1617	#defaultStyleMap	88.15	51.45	0	Hydrothermal	Russia
Kachkanar	Record 1620	#defaultStyleMap	59.4833333333333	58.6666666666667	0	Igneous	Russia
Kamyshenskiy Baikitik	Record 1623	#defaultStyleMap	93.15	61.55	0	Hydrothermal	Russia
