REGION	DISCTRICT	SETTLEMENT	TYPE	LON	LAT	CORNU	NOTABLE PRODUCTS	Cat1	Cat2	PRODUCT DIVERSITY	PRODUCT	JSON	
Fars		Darabjird	Towns	54.54591	28.75143	Cornu 4/6/19	Dates, cloth, iron, naptha			medium	foods	 { "lat": 28.75143, "lon": 54.54591, "name": "Darabjird", "topType": "medium", "product": "foods", "comment": "Towns: Dates, cloth, iron, naptha (Cornu 4/6/19)", } , 	foods, materials, other, textiles
Fars		Fasa	Towns	53.63181	28.92193	Cornu 4/6/19	Fruits, cypress wood, brick			medium	foods	 { "lat": 28.92193, "lon": 53.63181, "name": "Fasa", "topType": "medium", "product": "foods", "comment": "Towns: Fruits, cypress wood, brick (Cornu 4/6/19)", } , 	foods, materials
Fars		Furj	Towns	55.16805	28.31921	Cornu 4/6/19	Agricultural foods			low	foods	 { "lat": 28.31921, "lon": 55.16805, "name": "Furj", "topType": "low", "product": "foods", "comment": "Towns: Agricultural foods (Cornu 4/6/19)", } , 	foods
Fars		Hinduwan	Towns	49.70675	30.25118	Cornu 4/6/19	Fish			low	foods	 { "lat": 30.25118, "lon": 49.70675, "name": "Hinduwan", "topType": "low", "product": "foods", "comment": "Towns: Fish (Cornu 4/6/19)", } , 	foods
Fars		Istakhr	Towns	52.92548	29.97008	Cornu 4/6/19	Clay, grains, pomegranates, agricultural foods			medium	foods	 { "lat": 29.97008, "lon": 52.92548, "name": "Istakhr", "topType": "medium", "product": "foods", "comment": "Towns: Clay, grains, pomegranates, agricultural foods (Cornu 4/6/19)", } , 	foods
Fars		Jur	Towns	52.58324	28.84797	Cornu 4/6/19	Roses			low	other	 { "lat": 28.84797, "lon": 52.58324, "name": "Jur", "topType": "low", "product": "other", "comment": "Towns: Roses (Cornu 4/6/19)", } , 	other
Fars		Juwaym Abi Ahmad	Towns	53.94661	28.14336	Cornu 4/6/19	Dates			low	foods	 { "lat": 28.14336, "lon": 53.94661, "name": "Juwaym Abi Ahmad", "topType": "low", "product": "foods", "comment": "Towns: Dates (Cornu 4/6/19)", } , 	foods
Fars		Karkam	Towns	51.78407	30.09883	Cornu 4/6/19	Wood			low	materials	 { "lat": 30.09883, "lon": 51.78407, "name": "Karkam", "topType": "low", "product": "materials", "comment": "Towns: Wood (Cornu 4/6/19)", } , 	materials
Fars		Kazarun	Towns	51.68412	29.60743	Cornu 4/6/19	Linen cloth, dates, fruits			medium	foods	 { "lat": 29.60743, "lon": 51.68412, "name": "Kazarun", "topType": "medium", "product": "foods", "comment": "Towns: Linen cloth, dates, fruits (Cornu 4/6/19)", } , 	foods, textiles
Fars		Khawrawadhan	Towns	53.20589	29.25713	Cornu 4/6/19	Agricultural foods, wood			low	foods	 { "lat": 29.25713, "lon": 53.20589, "name": "Khawrawadhan", "topType": "low", "product": "foods", "comment": "Towns: Agricultural foods, wood (Cornu 4/6/19)", } , 	foods, materials
Fars		Khurrah	Towns	51.9773	29.22327	Cornu 4/6/19	Dates, sweetmeat			low	foods	 { "lat": 29.22327, "lon": 51.9773, "name": "Khurrah", "topType": "low", "product": "foods", "comment": "Towns: Dates, sweetmeat (Cornu 4/6/19)", } , 	foods
Fars		Kul	Towns	52.69768	29.21962	Cornu 4/6/19	Clothes, meat, bread			medium	foods	 { "lat": 29.21962, "lon": 52.69768, "name": "Kul", "topType": "medium", "product": "foods", "comment": "Towns: Clothes, meat, bread (Cornu 4/6/19)", } , 	foods, textiles
Fars		Kurd	Towns	51.9324	30.69092	Cornu 4/6/19	Walnuts, fruits			low	foods	 { "lat": 30.69092, "lon": 51.9324, "name": "Kurd", "topType": "low", "product": "foods", "comment": "Towns: Walnuts, fruits (Cornu 4/6/19)", } , 	foods
Fars		Kurd Fanna Khusraw	Towns	52.66601	29.46769	Cornu 4/6/19	Wool, silk, brocades, fine cloth			medium	textiles	 { "lat": 29.46769, "lon": 52.66601, "name": "Kurd Fanna Khusraw", "topType": "medium", "product": "textiles", "comment": "Towns: Wool, silk, brocades, fine cloth (Cornu 4/6/19)", } , 	textiles,
Fars		Shahrastan	Towns	55.206	37.19091	Cornu 4/6/19	Citrus, essences, sugarcane, olives, grapes, cows, milk, yogurt, cheese, dates, figs, carob, stone, mortar, 			high	foods	 { "lat": 37.19091, "lon": 55.206, "name": "Shahrastan", "topType": "high", "product": "foods", "comment": "Towns: Citrus, essences, sugarcane, olives, grapes, cows, milk, yogurt, cheese, dates, figs, carob, stone, mortar,  (Cornu 4/6/19)", } , 	foods, materials, other
Fars		Siraf	Capitals	52.34306	27.69666	Cornu 4/6/19	Brick, teakwood, dates			medium	foods	 { "lat": 27.69666, "lon": 52.34306, "name": "Siraf", "topType": "medium", "product": "foods", "comment": "Capitals: Brick, teakwood, dates (Cornu 4/6/19)", } , 	foods, materials
Fars		Tarum	Towns	51.16774	29.42277	Cornu 4/6/19	Dates, honey			low	foods	 { "lat": 29.42277, "lon": 51.16774, "name": "Tarum", "topType": "low", "product": "foods", "comment": "Towns: Dates, honey (Cornu 4/6/19)", } , 	foods
Fars		Tawwaz	Towns	51.17294	29.42208	Cornu 4/6/19	Linen cloth			low	textiles	 { "lat": 29.42208, "lon": 51.17294, "name": "Tawwaz", "topType": "low", "product": "textiles", "comment": "Towns: Linen cloth (Cornu 4/6/19)", } , 	textiles
Fars		Zamm Al-Akrad	Towns	51.17032	29.42277	Cornu 4/6/19	Dates, fruits, agricultural products			medium	foods	 { "lat": 29.42277, "lon": 51.17032, "name": "Zamm Al-Akrad", "topType": "medium", "product": "foods", "comment": "Towns: Dates, fruits, agricultural products (Cornu 4/6/19)", } , 	foods
Kirman		Janzarudh	Towns	56.92513	30.67077	Cornu 4/6/19	Fruit			low	foods	 { "lat": 30.67077, "lon": 56.92513, "name": "Janzarudh", "topType": "low", "product": "foods", "comment": "Towns: Fruit (Cornu 4/6/19)", } , 	foods
Kirman		Karistan	Towns	56.6147	29.7101	Cornu 4/6/19	Walnuts			low	foods	 { "lat": 29.7101, "lon": 56.6147, "name": "Karistan", "topType": "low", "product": "foods", "comment": "Towns: Walnuts (Cornu 4/6/19)", } , 	foods
Kirman		Khabis	Towns	57.75292	30.46232	Cornu 4/6/19	Dates, silk, mulberry			medium	foods	 { "lat": 30.46232, "lon": 57.75292, "name": "Khabis", "topType": "medium", "product": "foods", "comment": "Towns: Dates, silk, mulberry (Cornu 4/6/19)", } , 	foods
Kirman		Narmasir	Towns	58.64795	28.98436	Cornu 4/6/19	Camels, dates, luxuries, brick, fruits			high	foods	 { "lat": 28.98436, "lon": 58.64795, "name": "Narmasir", "topType": "high", "product": "foods", "comment": "Towns: Camels, dates, luxuries, brick, fruits (Cornu 4/6/19)", } , 	foods, materials, other
Kirman		Al-Sirjan	Metropoles	55.74854	29.46102	Cornu 4/6/19	Agricultural foods, wood, clay, textiles, chairs			high	foods	 { "lat": 29.46102, "lon": 55.74854, "name": "Al-Sirjan", "topType": "high", "product": "foods", "comment": "Metropoles: Agricultural foods, wood, clay, textiles, chairs (Cornu 4/6/19)", } , 	foods, materials, other, textiles
Kirman		Al-Shamat	Towns	56.01438	29.76249	Cornu 4/6/19	Fruits, grapes			low	foods	 { "lat": 29.76249, "lon": 56.01438, "name": "Al-Shamat", "topType": "low", "product": "foods", "comment": "Towns: Fruits, grapes (Cornu 4/6/19)", } , 	foods
Kirman		Khur	Towns	58.45153	32.93881	Cornu 4/6/19	Fruit			low	foods	 { "lat": 32.93881, "lon": 58.45153, "name": "Khur", "topType": "low", "product": "foods", "comment": "Towns: Fruit (Cornu 4/6/19)", } , 	foods
Kirman		Bamm	Towns	58.34327	29.10304	Cornu 4/6/19	Cloth, clay, grain, turbans, scarves, taylasans			high	foods	 { "lat": 29.10304, "lon": 58.34327, "name": "Bamm", "topType": "high", "product": "foods", "comment": "Towns: Cloth, clay, grain, turbans, scarves, taylasans (Cornu 4/6/19)", } , 	foods, textiles
Kirman		Tushtan	Towns	57.80931	29.4241	Cornu 4/6/19	Wheat			low	foods	 { "lat": 29.4241, "lon": 57.80931, "name": "Tushtan", "topType": "low", "product": "foods", "comment": "Towns: Wheat (Cornu 4/6/19)", } , 	foods
Kirman		Darzhin	Towns	58.17038	29.19678	Cornu 4/6/19	Agricultural foods			low	foods	 { "lat": 29.19678, "lon": 58.17038, "name": "Darzhin", "topType": "low", "product": "foods", "comment": "Towns: Agricultural foods (Cornu 4/6/19)", } , 	foods
Kirman		Awarak	Towns	57.95119	29.33176	Cornu 4/6/19	Clay			low	materials	 { "lat": 29.33176, "lon": 57.95119, "name": "Awarak", "topType": "low", "product": "materials", "comment": "Towns: Clay (Cornu 4/6/19)", } , 	materials
Kirman		Rayin	Towns	57.49474	29.61239	Cornu 4/6/19	Cloth			low	textiles	 { "lat": 29.61239, "lon": 57.49474, "name": "Rayin", "topType": "low", "product": "textiles", "comment": "Towns: Cloth (Cornu 4/6/19)", } , 	textiles
Kirman		Jiruft	Capitals	57.80498	28.69436	Cornu 4/6/19	Fruits, agricultural products, bread, meat, watermelon, clay, stone, dates, walnuts, orange, narcissus, indigo, cumin, sweetmeat, sugar syrup			high	foods	 { "lat": 28.69436, "lon": 57.80498, "name": "Jiruft", "topType": "high", "product": "foods", "comment": "Capitals: Fruits, agricultural products, bread, meat, watermelon, clay, stone, dates, walnuts, orange, narcissus, indigo, cumin, sweetmeat, sugar syrup (Cornu 4/6/19)", } , 	foods, materials, other
Kirman		Hurmuz	Towns	56.94955	27.0994	Cornu 4/6/19	Clay			low	materials	 { "lat": 27.0994, "lon": 56.94955, "name": "Hurmuz", "topType": "low", "product": "materials", "comment": "Towns: Clay (Cornu 4/6/19)", } , 	materials
Kirman		Manuqan	Towns	57.56194	27.45601	Cornu 4/6/19	Dates			low	foods	 { "lat": 27.45601, "lon": 57.56194, "name": "Manuqan", "topType": "low", "product": "foods", "comment": "Towns: Dates (Cornu 4/6/19)", } , 	foods
Kirman		Mughun	Towns	48.50179	39.33548	Cornu 4/6/19	Oranges, indigo			low	foods	 { "lat": 39.33548, "lon": 48.50179, "name": "Mughun", "topType": "low", "product": "foods", "comment": "Towns: Oranges, indigo (Cornu 4/6/19)", } , 	foods, other
Kirman		Rudhkan	Towns	28.65736	58.73255	Cornu 4/6/19	Orange			low	foods	 { "lat": 58.73255, "lon": 28.65736, "name": "Rudhkan", "topType": "low", "product": "foods", "comment": "Towns: Orange (Cornu 4/6/19)", } , 	foods
Kirman		Darfanji	Towns	57.54374	29.05486	Cornu 4/6/19	Fruits			low	foods	 { "lat": 29.05486, "lon": 57.54374, "name": "Darfanji", "topType": "low", "product": "foods", "comment": "Towns: Fruits (Cornu 4/6/19)", } , 	foods
Misr		Akhmim	Towns	31.74378	26.58418	Cornu 10/11	Dates, grapes, agricultural products			medium	foods	 { "lat": 26.58418, "lon": 31.74378, "name": "Akhmim", "topType": "medium", "product": "foods", "comment": "Towns: Dates, grapes, agricultural products (Cornu 10/11)", } , 	foods
